-0.000165, -0.265625, -0.234375, -0.203125, -0.265625, -0.234375, 0.328125, 0.296875, 0.343750, 0.250000, 
0.123115, 0.119074, 0.136885, 0.127215, 0.123798, 0.126230, 0.135158, 0.121718, 0.123579, 0.132679, 0.127041, 0.135675, 0.134514, 0.120467, 0.143710, 0.156911, 0.152568, 0.148765, 0.153546, 0.160859, 0.141924, 0.149691, 0.152532, 0.161469, 0.146740, 0.163097, 0.151378, 0.154175, 0.141756, 0.250000, 0.265625, 0.281250, 0.265625, 0.265625, 0.265625, 
